image_id,occlusion_level,is_correct
image_00205,5,1
image_00206,5,1
image_00207,5,1
image_00208,5,1
image_00209,5,1
image_00210,5,1
image_00211,5,1
image_00212,5,1
image_00213,5,1
image_00214,5,1
image_00215,5,1
image_00216,5,1
image_00217,5,1
image_00218,5,1
image_00219,5,1
image_00220,5,1
image_00221,5,1
image_00222,5,1
image_00223,5,1
image_00224,5,1
image_00225,5,1
image_00226,5,1
image_00227,5,1
image_00228,5,1
image_00229,5,1
image_00230,5,1
image_00231,5,1
image_00232,5,1
image_00233,5,1
image_00234,5,1
image_00235,5,1
image_00236,5,1
image_00237,5,1
image_00238,5,0
image_00239,5,1
image_00240,5,0
image_00241,5,1
image_00242,5,1
image_00243,5,1
image_00244,5,1
image_00245,5,1
image_00246,5,1
image_00247,5,1
image_00248,5,0
image_00249,5,1
image_00250,5,0
image_00251,5,1
image_00252,5,1
image_00253,5,1
image_00254,5,1
image_00255,5,1
image_00256,5,1
image_00257,5,1
image_00258,5,1
image_00259,5,1
image_00260,5,1
image_00261,5,1
image_00262,5,1
image_00263,5,1
image_00264,5,1
image_00265,5,1
image_00266,5,1
image_00267,5,1
image_00268,5,1
image_00269,5,1
image_00270,5,1
image_00271,5,1
image_00272,5,0
image_00273,5,1
image_00274,5,1
image_00275,5,1
image_00276,5,1
image_00277,5,1
image_00278,5,0
image_00279,5,1
image_00280,5,1
image_00281,5,0
image_00282,5,0
image_00283,5,1
image_00284,5,1
image_00285,5,1
image_00286,5,1
image_00287,5,1
image_00288,5,1
image_00289,5,1
image_00290,5,0
image_00291,5,1
image_00292,5,1
image_00293,5,1
image_00294,5,1
image_00295,5,1
image_00296,5,1
image_00297,5,1
image_00298,5,1
image_00299,5,1
image_00300,5,1
image_00301,5,1
image_00302,5,1
image_00303,5,1
image_00304,5,1
image_00305,5,1
image_00306,5,1
image_00307,5,1
image_00308,5,1
image_00309,5,1
image_00310,5,1
image_00311,5,0
image_00312,5,1
image_00313,5,1
image_00314,5,1
image_00315,5,1
image_00316,5,1
image_00317,5,1
image_00318,5,1
image_00319,5,1
image_00320,5,1
image_00321,5,1
image_00322,5,1
image_00323,5,1
image_00324,5,1
image_00325,5,1
image_00326,5,1
image_00327,5,1
image_00328,5,1
image_00329,5,1
image_00330,5,1
image_00331,5,1
image_00332,5,1
image_00333,5,1
image_00334,5,1
image_00335,5,1
image_00336,5,1
image_00337,5,1
image_00338,5,1
image_00339,5,1
image_00340,5,1
image_00341,5,1
image_00342,5,1
image_00343,5,1
image_00344,5,1
image_00345,5,1
image_00346,5,1
image_00347,5,1
image_00348,5,1
image_00349,5,1
image_00350,5,1
image_00351,5,1
image_00352,5,1
image_00353,5,1
image_00354,5,1
image_00355,5,1
image_00356,5,0
image_00357,5,1
image_00358,5,0
image_00359,5,1
image_00360,5,1
image_00361,5,1
image_00362,5,1
image_00363,5,1
image_00364,5,1
image_00365,5,1
image_00366,5,0
image_00367,5,1
image_00368,5,1
image_00369,5,1
image_00370,5,1
image_00371,5,1
image_00372,5,1
image_00373,5,1
image_00374,5,1
image_00375,5,1
image_00376,5,1
image_00377,5,1
image_00378,5,1
image_00379,5,1
image_00380,5,0
image_00381,5,1
image_00382,5,1
image_00383,5,1
image_00384,5,1
image_00385,5,1
image_00386,5,1
image_00387,5,1
image_00388,5,1
image_00389,5,1
image_00390,5,1
image_00391,5,1
image_00392,5,1
image_00393,5,1
image_00394,5,1
image_00395,5,1
image_00396,5,1
image_00397,5,1
image_00398,5,1
image_00399,5,1
image_00400,5,1
image_00401,5,0
image_00402,5,1
image_00403,5,1
image_00404,5,1
image_00405,5,1
image_00406,5,1
image_00407,5,1
image_00408,5,1
image_00409,5,1
image_00410,5,1
image_00411,5,1
image_00412,5,0
image_00413,5,0
image_00414,5,1
image_00415,5,1
image_00416,5,1
image_00417,5,1
image_00418,5,1
image_00419,5,1
image_00420,5,1
image_00421,5,1
image_00422,5,1
image_00423,5,1
image_00424,5,0
image_00425,5,1
image_00426,5,1
image_00427,5,0
image_00428,5,1
image_00429,5,1
image_00430,5,1
image_00431,5,1
image_00432,5,1
image_00433,5,1
image_00434,5,1
image_00435,5,1
image_00436,5,1
image_00437,5,1
image_00438,5,1
image_00439,5,1
image_00440,5,1
image_00441,5,1
image_00442,5,1
image_00443,5,1
image_00444,5,1
image_00445,5,1
image_00446,5,0
image_00447,5,1
image_00448,5,1
image_00449,5,1
image_00450,5,1
image_00451,5,1
image_00452,5,1
image_00453,5,1
image_00454,5,1
image_00455,5,1
image_00456,5,1
image_00457,5,1
image_00458,5,0
image_00459,5,1
image_00460,5,1
image_00461,5,1
image_00462,5,1
image_00463,5,1
image_00464,5,1
image_00465,5,1
image_00466,5,1
image_00467,5,1
image_00468,5,1
image_00469,5,1
image_00470,5,1
image_00471,5,1
image_00472,5,1
image_00473,5,1
image_00474,5,1
image_00475,5,1
image_00476,5,0
image_00477,5,1
image_00478,5,1
image_00479,5,1
image_00480,5,1
image_00481,5,1
image_00482,5,0
image_00483,5,1
image_00484,5,1
image_00485,5,1
image_00486,5,0
image_00487,5,1
image_00488,5,1
image_00489,5,1
image_00490,5,1
image_00491,5,1
image_00492,5,1
image_00493,5,1
image_00494,5,1
image_00495,5,1
image_00496,5,1
image_00497,5,1
image_00498,5,1
image_00499,5,0
image_00500,5,1
image_00501,5,0
image_00502,5,1
image_00503,5,1
image_00504,5,1
image_00505,5,1
image_00506,5,1
image_00507,5,1
image_00508,5,0
image_00509,5,0
image_00510,5,1
image_00511,5,1
image_00512,5,1
image_00513,5,1
image_00514,5,1
image_00515,5,1
image_00516,5,1
image_00517,5,1
image_00518,5,1
image_00519,5,1
image_00520,5,1
image_00521,5,1
image_00522,5,1
image_00523,5,1
image_00524,5,0
image_00525,5,1
image_00526,5,1
image_00527,5,0
image_00528,5,1
image_00529,5,1
image_00530,5,1
image_00531,5,1
image_00532,5,1
image_00533,5,1
image_00534,5,1
image_00535,5,1
image_00536,5,1
image_00537,5,1
image_00538,5,1
image_00539,5,1
image_00540,5,1
image_00541,5,1
image_00542,5,1
image_00543,5,1
image_00544,5,1
image_00545,5,1
image_00546,5,1
image_00547,5,1
image_00548,5,1
image_00549,5,1
image_00550,5,1
image_00551,5,1
image_00552,5,1
image_00553,5,1
image_00554,5,1
image_00555,5,1
image_00556,5,1
image_00557,5,1
image_00558,5,1
image_00559,5,1
image_00560,5,1
image_00561,5,1
image_00562,5,1
image_00563,5,1
image_00564,5,1
image_00565,5,1
image_00566,5,1
image_00567,5,1
image_00568,5,1
image_00569,5,1
image_00570,5,1
image_00571,5,1
image_00572,5,1
image_00573,5,1
image_00574,5,1
image_00575,5,1
image_00576,5,1
image_00577,5,1
image_00578,5,1
image_00579,5,1
image_00580,5,1
image_00581,5,0
image_00582,5,1
image_00583,5,1
image_00584,5,1
image_00585,5,1
image_00586,5,1
image_00587,5,1
image_00588,5,1
image_00589,5,1
image_00590,5,1
image_00591,5,1
image_00592,5,1
image_00593,5,1
image_00594,5,1
image_00595,5,1
image_00596,5,1
image_00597,5,1
image_00598,5,1
image_00599,5,1
image_00600,5,1
image_00601,5,1
image_00602,5,1
image_00603,5,1
image_00604,5,1
image_00605,5,1
image_00606,5,1
image_00607,5,1
image_00608,5,1
image_00609,5,1
image_00610,5,1
image_00611,5,1
image_00612,5,1
image_00613,5,1
image_00614,5,0
image_00615,5,1
image_00616,5,1
image_00617,5,1
image_00618,5,1
image_00619,5,0
image_00620,5,1
image_00621,5,0
image_00622,5,1
image_00623,5,1
image_00624,5,1
image_00625,5,1
image_00626,5,1
image_00627,5,1
image_00628,5,1
image_00629,5,1
image_00630,5,1
image_00631,5,0
image_00632,5,1
image_00633,5,1
image_00634,5,1
image_00635,5,1
image_00636,5,1
image_00637,5,1
image_00638,5,1
image_00639,5,0
image_00640,5,1
image_00641,5,0
image_00642,5,1
image_00643,5,1
image_00644,5,1
image_00645,5,1
image_00646,5,0
image_00647,5,0
image_00648,5,1
image_00649,5,1
image_00650,5,1
image_00651,5,1
image_00652,5,1
image_00653,5,1
image_00654,5,0
image_00655,5,1
image_00656,5,1
image_00657,5,1
image_00658,5,1
image_00659,5,0
image_00660,5,1
image_00661,5,1
image_00662,5,0
image_00663,5,0
image_00664,5,0
image_00665,5,1
image_00666,5,1
image_00667,5,1
image_00668,5,1
image_00669,5,1
image_00670,5,0
image_00671,5,1
image_00672,5,1
image_00673,5,1
image_00674,5,1
image_00675,5,1
image_00676,5,1
image_00677,5,1
image_00678,5,1
image_00679,5,0
image_00680,5,1
image_00681,5,1
image_00682,5,1
image_00683,5,1
image_00684,5,1
image_00685,5,1
image_00686,5,1
image_00687,5,1
image_00688,5,1
image_00689,5,0
image_00690,5,1
image_00691,5,1
image_00692,5,1
image_00693,5,0
image_00694,5,1
image_00695,5,1
image_00696,5,1
image_00697,5,1
image_00698,5,1
image_00699,5,1
image_00700,5,1
image_00701,5,1
image_00702,5,1
image_00703,5,0
image_00704,5,1
image_00705,5,1
image_00706,5,0
image_00707,5,1
image_00708,5,1
image_00709,5,1
image_00710,5,1
image_00711,5,1
image_00712,5,1
image_00713,5,1
image_00714,5,1
image_00715,5,1
image_00716,5,1
image_00717,5,1
image_00718,5,1
image_00719,5,1
image_00720,5,1
image_00721,5,1
image_00722,5,1
image_00723,5,1
image_00724,5,1
image_00725,5,0
image_00726,5,1
image_00727,5,1
image_00728,5,1
image_00729,5,1
image_00730,5,1
image_00731,5,1
image_00732,5,1
image_00733,5,1
image_00734,5,1
image_00735,5,1
image_00736,5,0
image_00737,5,1
image_00738,5,1
image_00739,5,1
image_00740,5,0
image_00741,5,1
image_00742,5,1
image_00743,5,1
image_00744,5,1
image_00745,5,1
image_00746,5,1
image_00747,5,1
image_00748,5,1
image_00749,5,1
image_00750,5,1
image_00751,5,1
image_00752,5,1
image_00753,5,1
image_00754,5,0
image_00755,5,1
image_00756,5,1
image_00757,5,1
image_00758,5,1
image_00759,5,1
image_00760,5,1
image_00761,5,1
image_00762,5,1
image_00763,5,1
image_00764,5,1
image_00765,5,1
image_00766,5,1
image_00767,5,1
image_00768,5,1
image_00769,5,1
image_00770,5,1
image_00771,5,1
image_00772,5,1
image_00773,5,1
image_00774,5,1
image_00775,5,1
image_00776,5,1
image_00777,5,1
image_00778,5,1
image_00779,5,1
image_00780,5,1
image_00781,5,1
image_00782,5,0
image_00783,5,1
image_00784,5,1
image_00785,5,1
image_00786,5,1
image_00787,5,1
image_00788,5,0
image_00789,5,1
image_00790,5,1
image_00791,5,1
image_00792,5,1
image_00793,5,1
image_00794,5,1
image_00795,5,1
image_00796,5,1
image_00797,5,1
image_00798,5,1
image_00799,5,1
image_00800,5,1
image_00801,5,1
image_00802,5,1
image_00803,5,1
image_00804,5,1
image_00805,5,1
image_00806,5,1
image_00807,5,1
image_00808,5,0
image_00809,5,1
image_00810,5,1
image_00811,5,1
image_00812,5,1
image_00813,5,1
image_00814,5,1
image_00815,5,1
image_00816,5,1
image_00817,5,1
image_00818,5,1
image_00819,5,1
image_00820,5,1
image_00821,5,1
image_00822,5,1
image_00823,5,1
image_00824,5,1
image_00825,5,1
image_00826,5,1
image_00827,5,1
image_00828,5,1
image_00829,5,1
image_00830,5,1
image_00831,5,1
image_00832,5,1
image_00833,5,1
image_00834,5,1
image_00835,5,1
image_00836,5,1
image_00837,5,0
image_00838,5,0
image_00839,5,1
image_00840,5,1
image_00841,5,1
image_00842,5,1
image_00843,5,1
image_00844,5,1
image_00845,5,1
image_00846,5,1
image_00847,5,1
image_00848,5,1
image_00849,5,1
image_00850,5,1
image_00851,5,0
image_00852,5,1
image_00853,5,1
image_00854,5,1
image_00855,5,1
image_00856,5,1
image_00857,5,1
image_00858,5,1
image_00859,5,1
image_00860,5,0
image_00861,5,1
image_00862,5,1
image_00863,5,1
image_00864,5,1
image_00865,5,1
image_00866,5,1
image_00867,5,1
image_00868,5,1
image_00869,5,1
image_00870,5,0
image_00871,5,0
image_00872,5,1
image_00873,5,1
image_00874,5,1
image_00875,5,1
image_00876,5,1
image_00877,5,1
image_00878,5,1
image_00879,5,1
image_00880,5,1
image_00881,5,1
image_00882,5,1
image_00883,5,1
image_00884,5,1
image_00885,5,0
image_00886,5,1
image_00887,5,1
image_00888,5,1
image_00889,5,1
image_00890,5,1
image_00891,5,1
image_00892,5,1
image_00893,5,1
image_00894,5,0
image_00895,5,1
image_00896,5,1
image_00897,5,1
image_00898,5,1
image_00899,5,1
image_00900,5,1
image_00901,5,1
image_00902,5,1
image_00903,5,1
image_00904,5,1
image_00905,5,1
image_00906,5,1
image_00907,5,1
image_00908,5,1
image_00909,5,0
image_00910,5,1
image_00911,5,1
image_00912,5,1
image_00913,5,1
image_00914,5,1
image_00915,5,1
image_00916,5,1
image_00917,5,0
image_00918,5,1
image_00919,5,1
image_00920,5,1
image_00921,5,1
image_00922,5,1
image_00923,5,1
image_00924,5,1
image_00925,5,1
image_00926,5,1
image_00927,5,1
image_00928,5,1
image_00929,5,1
image_00930,5,1
image_00931,5,1
image_00932,5,1
image_00933,5,1
image_00934,5,1
image_00935,5,1
image_00936,5,1
image_00937,5,1
image_00938,5,1
image_00939,5,1
image_00940,5,1
image_00941,5,1
image_00942,5,1
image_00943,5,1
image_00944,5,1
image_00945,5,1
image_00946,5,1
image_00947,5,1
image_00948,5,1
image_00949,5,1
image_00950,5,1
image_00951,5,1
image_00952,5,1
image_00953,5,1
image_00954,5,1
image_00955,5,1
image_00956,5,1
image_00957,5,1
image_00958,5,1
image_00959,5,1
image_00960,5,1
image_00961,5,1
image_00962,5,0
image_00963,5,1
image_00964,5,1
image_00965,5,1
image_00966,5,1
image_00967,5,1
image_00968,5,1
image_00969,5,1
image_00970,5,0
image_00971,5,1
image_00972,5,1
image_00973,5,1
image_00974,5,1
image_00975,5,1
image_00976,5,1
image_00977,5,1
image_00978,5,1
image_00979,5,1
image_00980,5,1
image_00981,5,1
image_00982,5,1
image_00983,5,0
image_00984,5,1
image_00985,5,1
image_00986,5,1
image_00987,5,1
image_00988,5,0
image_00989,5,1
image_00990,5,1
image_00991,5,1
image_00992,5,1
image_00993,5,1
image_00994,5,1
image_00995,5,1
image_00996,5,1
image_00997,5,1
image_00998,5,0
image_00999,5,1
image_00000,10,1
image_00001,10,1
image_00002,10,1
image_00003,10,1
image_00004,10,0
image_00005,10,1
image_00006,10,0
image_00007,10,1
image_00008,10,1
image_00009,10,1
image_00010,10,0
image_00011,10,1
image_00012,10,1
image_00013,10,1
image_00014,10,1
image_00015,10,1
image_00016,10,1
image_00017,10,1
image_00018,10,1
image_00019,10,1
image_00020,10,1
image_00021,10,0
image_00022,10,1
image_00023,10,1
image_00024,10,1
image_00025,10,1
image_00026,10,1
image_00027,10,1
image_00028,10,1
image_00029,10,0
image_00030,10,1
image_00031,10,0
image_00032,10,1
image_00033,10,1
image_00034,10,1
image_00035,10,1
image_00036,10,0
image_00037,10,1
image_00038,10,1
image_00039,10,1
image_00040,10,1
image_00041,10,1
image_00042,10,1
image_00043,10,1
image_00044,10,1
image_00045,10,1
image_00046,10,0
image_00047,10,1
image_00048,10,1
image_00049,10,1
image_00050,10,1
image_00051,10,1
image_00052,10,1
image_00053,10,1
image_00054,10,1
image_00055,10,0
image_00056,10,0
image_00057,10,1
image_00058,10,0
image_00059,10,1
image_00060,10,0
image_00061,10,1
image_00062,10,1
image_00063,10,1
image_00064,10,1
image_00065,10,1
image_00066,10,0
image_00067,10,1
image_00068,10,1
image_00069,10,1
image_00070,10,1
image_00071,10,1
image_00072,10,1
image_00073,10,0
image_00074,10,1
image_00075,10,1
image_00076,10,1
image_00077,10,1
image_00078,10,1
image_00079,10,1
image_00080,10,1
image_00081,10,1
image_00082,10,1
image_00083,10,1
image_00084,10,1
image_00085,10,1
image_00086,10,1
image_00087,10,1
image_00088,10,1
image_00089,10,1
image_00090,10,1
image_00091,10,1
image_00092,10,1
image_00093,10,1
image_00094,10,1
image_00095,10,1
image_00096,10,1
image_00097,10,1
image_00098,10,1
image_00099,10,1
image_00100,10,1
image_00101,10,1
image_00102,10,1
image_00103,10,1
image_00104,10,0
image_00105,10,1
image_00106,10,1
image_00107,10,0
image_00108,10,1
image_00109,10,1
image_00110,10,1
image_00111,10,1
image_00112,10,1
image_00113,10,1
image_00114,10,1
image_00115,10,1
image_00116,10,1
image_00117,10,1
image_00118,10,0
image_00119,10,1
image_00120,10,1
image_00121,10,1
image_00122,10,1
image_00123,10,1
image_00124,10,1
image_00125,10,1
image_00126,10,1
image_00127,10,1
image_00128,10,1
image_00129,10,1
image_00130,10,1
image_00131,10,1
image_00132,10,1
image_00133,10,1
image_00134,10,1
image_00135,10,1
image_00136,10,1
image_00137,10,1
image_00138,10,1
image_00139,10,1
image_00140,10,1
image_00141,10,1
image_00142,10,1
image_00143,10,1
image_00144,10,1
image_00145,10,1
image_00146,10,1
image_00147,10,1
image_00148,10,1
image_00149,10,1
image_00150,10,1
image_00151,10,1
image_00152,10,1
image_00153,10,1
image_00154,10,1
image_00155,10,1
image_00156,10,1
image_00157,10,1
image_00158,10,1
image_00159,10,1
image_00160,10,1
image_00161,10,1
image_00162,10,1
image_00163,10,1
image_00164,10,1
image_00165,10,1
image_00166,10,1
image_00167,10,1
image_00168,10,1
image_00169,10,1
image_00170,10,1
image_00171,10,1
image_00172,10,1
image_00173,10,1
image_00174,10,0
image_00175,10,0
image_00176,10,1
image_00177,10,1
image_00178,10,1
image_00179,10,1
image_00180,10,1
image_00181,10,1
image_00182,10,1
image_00183,10,1
image_00184,10,0
image_00185,10,1
image_00186,10,0
image_00187,10,1
image_00188,10,1
image_00189,10,1
image_00190,10,1
image_00191,10,1
image_00192,10,1
image_00193,10,0
image_00194,10,1
image_00195,10,1
image_00196,10,1
image_00197,10,0
image_00198,10,1
image_00199,10,1
image_00200,10,1
image_00201,10,1
image_00202,10,1
image_00203,10,1
image_00204,10,1
image_00205,10,1
image_00206,10,1
image_00207,10,1
image_00208,10,1
image_00209,10,1
image_00210,10,1
image_00211,10,1
image_00212,10,1
image_00213,10,1
image_00214,10,1
image_00215,10,1
image_00216,10,1
image_00217,10,1
image_00218,10,1
image_00219,10,1
image_00220,10,1
image_00221,10,1
image_00222,10,1
image_00223,10,1
image_00224,10,1
image_00225,10,1
image_00226,10,1
image_00227,10,1
image_00228,10,1
image_00229,10,1
image_00230,10,1
image_00231,10,1
image_00232,10,1
image_00233,10,1
image_00234,10,1
image_00235,10,1
image_00236,10,1
image_00237,10,1
image_00238,10,0
image_00239,10,1
image_00240,10,0
image_00241,10,1
image_00242,10,1
image_00243,10,1
image_00244,10,1
image_00245,10,1
image_00246,10,1
image_00247,10,1
image_00248,10,0
image_00249,10,1
image_00250,10,0
image_00251,10,1
image_00252,10,1
image_00253,10,1
image_00254,10,1
image_00255,10,1
image_00256,10,1
image_00257,10,1
image_00258,10,1
image_00259,10,1
image_00260,10,1
image_00261,10,1
image_00262,10,1
image_00263,10,1
image_00264,10,1
image_00265,10,1
image_00266,10,1
image_00267,10,1
image_00268,10,1
image_00269,10,1
image_00270,10,1
image_00271,10,1
image_00272,10,0
image_00273,10,1
image_00274,10,1
image_00275,10,1
image_00276,10,1
image_00277,10,1
image_00278,10,0
image_00279,10,1
image_00280,10,1
image_00281,10,0
image_00282,10,0
image_00283,10,1
image_00284,10,1
image_00285,10,1
image_00286,10,1
image_00287,10,1
image_00288,10,1
image_00289,10,1
image_00290,10,0
image_00291,10,1
image_00292,10,1
image_00293,10,1
image_00294,10,1
image_00295,10,1
image_00296,10,1
image_00297,10,1
image_00298,10,1
image_00299,10,1
image_00300,10,1
image_00301,10,1
image_00302,10,1
image_00303,10,1
image_00304,10,1
image_00305,10,1
image_00306,10,1
image_00307,10,1
image_00308,10,1
image_00309,10,1
image_00310,10,1
image_00311,10,0
image_00312,10,1
image_00313,10,1
image_00314,10,1
image_00315,10,1
image_00316,10,1
image_00317,10,1
image_00318,10,1
image_00319,10,1
image_00320,10,1
image_00321,10,1
image_00322,10,1
image_00323,10,1
image_00324,10,1
image_00325,10,1
image_00326,10,1
image_00327,10,1
image_00328,10,1
image_00329,10,1
image_00330,10,1
image_00331,10,1
image_00332,10,1
image_00333,10,1
image_00334,10,1
image_00335,10,1
image_00336,10,1
image_00337,10,1
image_00338,10,1
image_00339,10,1
image_00340,10,1
image_00341,10,1
image_00342,10,1
image_00343,10,1
image_00344,10,1
image_00345,10,1
image_00346,10,1
image_00347,10,1
image_00348,10,1
image_00349,10,1
image_00350,10,1
image_00351,10,1
image_00352,10,1
image_00353,10,1
image_00354,10,1
image_00355,10,1
image_00356,10,0
image_00357,10,1
image_00358,10,0
image_00359,10,1
image_00360,10,1
image_00361,10,1
image_00362,10,1
image_00363,10,1
image_00364,10,1
image_00365,10,1
image_00366,10,0
image_00367,10,1
image_00368,10,1
image_00369,10,1
image_00370,10,1
image_00371,10,1
image_00372,10,1
image_00373,10,1
image_00374,10,1
image_00375,10,1
image_00376,10,1
image_00377,10,1
image_00378,10,1
image_00379,10,1
image_00380,10,0
image_00381,10,1
image_00382,10,1
image_00383,10,1
image_00384,10,1
image_00385,10,1
image_00386,10,1
image_00387,10,1
image_00388,10,1
image_00389,10,1
image_00390,10,1
image_00391,10,1
image_00392,10,1
image_00393,10,1
image_00394,10,1
image_00395,10,1
image_00396,10,1
image_00397,10,1
image_00398,10,1
image_00399,10,1
image_00400,10,1
image_00401,10,0
image_00402,10,1
image_00403,10,1
image_00404,10,1
image_00405,10,1
image_00406,10,1
image_00407,10,1
image_00408,10,1
image_00409,10,1
image_00410,10,1
image_00411,10,1
image_00412,10,0
image_00413,10,0
image_00414,10,1
image_00415,10,1
image_00416,10,1
image_00417,10,1
image_00418,10,1
image_00419,10,1
image_00420,10,1
image_00421,10,1
image_00422,10,1
image_00423,10,1
image_00424,10,0
image_00425,10,1
image_00426,10,1
image_00427,10,0
image_00428,10,1
image_00429,10,1
image_00430,10,1
image_00431,10,1
image_00432,10,1
image_00433,10,1
image_00434,10,1
image_00435,10,1
image_00436,10,1
image_00437,10,1
image_00438,10,1
image_00439,10,1
image_00440,10,1
image_00441,10,1
image_00442,10,1
image_00443,10,1
image_00444,10,1
image_00445,10,1
image_00446,10,0
image_00447,10,1
image_00448,10,1
image_00449,10,1
image_00450,10,1
image_00451,10,1
image_00452,10,1
image_00453,10,1
image_00454,10,1
image_00455,10,1
image_00456,10,1
image_00457,10,1
image_00458,10,0
image_00459,10,1
image_00460,10,1
image_00461,10,1
image_00462,10,1
image_00463,10,1
image_00464,10,1
image_00465,10,1
image_00466,10,1
image_00467,10,1
image_00468,10,1
image_00469,10,1
image_00470,10,1
image_00471,10,1
image_00472,10,1
image_00473,10,1
image_00474,10,1
image_00475,10,1
image_00476,10,0
image_00477,10,1
image_00478,10,1
image_00479,10,1
image_00480,10,1
image_00481,10,1
image_00482,10,0
image_00483,10,1
image_00484,10,1
image_00485,10,1
image_00486,10,0
image_00487,10,1
image_00488,10,1
image_00489,10,1
image_00490,10,1
image_00491,10,1
image_00492,10,1
image_00493,10,1
image_00494,10,1
image_00495,10,1
image_00496,10,1
image_00497,10,1
image_00498,10,1
image_00499,10,0
image_00500,10,1
image_00501,10,0
image_00502,10,1
image_00503,10,1
image_00504,10,1
image_00505,10,1
image_00506,10,1
image_00507,10,1
image_00508,10,0
image_00509,10,0
image_00510,10,1
image_00511,10,1
image_00512,10,1
image_00513,10,1
image_00514,10,1
image_00515,10,1
image_00516,10,1
image_00517,10,1
image_00518,10,1
image_00519,10,1
image_00520,10,1
image_00521,10,1
image_00522,10,1
image_00523,10,1
image_00524,10,1
image_00525,10,1
image_00526,10,1
image_00527,10,0
image_00528,10,1
image_00529,10,1
image_00530,10,1
image_00531,10,1
image_00532,10,1
image_00533,10,1
image_00534,10,1
image_00535,10,1
image_00536,10,1
image_00537,10,1
image_00538,10,1
image_00539,10,1
image_00540,10,1
image_00541,10,1
image_00542,10,1
image_00543,10,1
image_00544,10,1
image_00545,10,1
image_00546,10,1
image_00547,10,1
image_00548,10,1
image_00549,10,1
image_00550,10,1
image_00551,10,1
