image_id,occlusion_level,is_correct
image_00811,40,0
image_00812,40,1
image_00813,40,0
image_00814,40,1
image_00815,40,1
image_00816,40,1
image_00817,40,1
image_00818,40,0
image_00819,40,0
image_00820,40,1
image_00821,40,1
image_00822,40,0
image_00823,40,0
image_00824,40,0
image_00825,40,1
image_00826,40,1
image_00827,40,1
image_00828,40,1
image_00829,40,1
image_00830,40,0
image_00831,40,0
image_00832,40,1
image_00833,40,1
image_00834,40,0
image_00835,40,0
image_00836,40,0
image_00837,40,0
image_00838,40,0
image_00839,40,0
image_00840,40,0
image_00841,40,0
image_00842,40,0
image_00843,40,0
image_00844,40,0
image_00845,40,1
image_00846,40,1
image_00847,40,1
image_00848,40,1
image_00849,40,0
image_00850,40,0
image_00851,40,0
image_00852,40,1
image_00853,40,0
image_00854,40,1
image_00855,40,0
image_00856,40,1
image_00857,40,0
image_00858,40,1
image_00859,40,1
image_00860,40,0
image_00861,40,0
image_00862,40,0
image_00863,40,1
image_00864,40,1
image_00865,40,0
image_00866,40,1
image_00867,40,0
image_00868,40,1
image_00869,40,0
image_00870,40,0
image_00871,40,0
image_00872,40,0
image_00873,40,0
image_00874,40,0
image_00875,40,0
image_00876,40,0
image_00877,40,0
image_00878,40,1
image_00879,40,0
image_00880,40,0
image_00881,40,0
image_00882,40,1
image_00883,40,0
image_00884,40,1
image_00885,40,0
image_00886,40,1
image_00887,40,0
image_00888,40,0
image_00889,40,0
image_00890,40,0
image_00891,40,0
image_00892,40,1
image_00893,40,0
image_00894,40,0
image_00895,40,1
image_00896,40,1
image_00897,40,1
image_00898,40,0
image_00899,40,1
image_00900,40,1
image_00901,40,0
image_00902,40,0
image_00903,40,1
image_00904,40,0
image_00905,40,1
image_00906,40,1
image_00907,40,0
image_00908,40,0
image_00909,40,0
image_00910,40,0
image_00911,40,0
image_00912,40,0
image_00913,40,1
image_00914,40,1
image_00915,40,0
image_00916,40,1
image_00917,40,0
image_00918,40,0
image_00919,40,0
image_00920,40,1
image_00921,40,0
image_00922,40,1
image_00923,40,0
image_00924,40,0
image_00925,40,1
image_00926,40,0
image_00927,40,0
image_00928,40,0
image_00929,40,0
image_00930,40,1
image_00931,40,0
image_00932,40,1
image_00933,40,1
image_00934,40,0
image_00935,40,0
image_00936,40,1
image_00937,40,1
image_00938,40,0
image_00939,40,1
image_00940,40,0
image_00941,40,0
image_00942,40,1
image_00943,40,0
image_00944,40,0
image_00945,40,0
image_00946,40,1
image_00947,40,1
image_00948,40,1
image_00949,40,1
image_00950,40,0
image_00951,40,0
image_00952,40,1
image_00953,40,1
image_00954,40,0
image_00955,40,0
image_00956,40,0
image_00957,40,1
image_00958,40,1
image_00959,40,0
image_00960,40,0
image_00961,40,0
image_00962,40,0
image_00963,40,1
image_00964,40,0
image_00965,40,0
image_00966,40,0
image_00967,40,0
image_00968,40,0
image_00969,40,1
image_00970,40,0
image_00971,40,1
image_00972,40,1
image_00973,40,0
image_00974,40,0
image_00975,40,0
image_00976,40,0
image_00977,40,0
image_00978,40,0
image_00979,40,1
image_00980,40,0
image_00981,40,0
image_00982,40,1
image_00983,40,0
image_00984,40,1
image_00985,40,1
image_00986,40,1
image_00987,40,0
image_00988,40,0
image_00989,40,1
image_00990,40,0
image_00991,40,0
image_00992,40,1
image_00993,40,1
image_00994,40,0
image_00995,40,1
image_00996,40,1
image_00997,40,0
image_00998,40,0
image_00999,40,1
image_00000,45,1
image_00001,45,1
image_00002,45,1
image_00003,45,0
image_00004,45,0
image_00005,45,0
image_00006,45,0
image_00007,45,0
image_00008,45,0
image_00009,45,1
image_00010,45,1
image_00011,45,1
image_00012,45,1
image_00013,45,0
image_00014,45,1
image_00015,45,1
image_00016,45,1
image_00017,45,1
image_00018,45,1
image_00019,45,1
image_00020,45,1
image_00021,45,0
image_00022,45,1
image_00023,45,0
image_00024,45,1
image_00025,45,1
image_00026,45,0
image_00027,45,1
image_00028,45,1
image_00029,45,0
image_00030,45,1
image_00031,45,0
image_00032,45,1
image_00033,45,0
image_00034,45,1
image_00035,45,1
image_00036,45,0
image_00037,45,1
image_00038,45,1
image_00039,45,0
image_00040,45,1
image_00041,45,0
image_00042,45,1
image_00043,45,1
image_00044,45,0
image_00045,45,1
image_00046,45,1
image_00047,45,0
image_00048,45,0
image_00049,45,1
image_00050,45,1
image_00051,45,1
image_00052,45,0
image_00053,45,1
image_00054,45,0
image_00055,45,0
image_00056,45,0
image_00057,45,1
image_00058,45,0
image_00059,45,1
image_00060,45,0
image_00061,45,1
image_00062,45,0
image_00063,45,0
image_00064,45,0
image_00065,45,0
image_00066,45,0
image_00067,45,0
image_00068,45,0
image_00069,45,1
image_00070,45,1
image_00071,45,0
image_00072,45,1
image_00073,45,0
image_00074,45,1
image_00075,45,1
image_00076,45,1
image_00077,45,0
image_00078,45,1
image_00079,45,1
image_00080,45,1
image_00081,45,1
image_00082,45,1
image_00083,45,1
image_00084,45,1
image_00085,45,1
image_00086,45,1
image_00087,45,1
image_00088,45,1
image_00089,45,1
image_00090,45,1
image_00091,45,0
image_00092,45,1
image_00093,45,1
image_00094,45,1
image_00095,45,1
image_00096,45,0
image_00097,45,1
image_00098,45,1
image_00099,45,1
image_00100,45,0
image_00101,45,0
image_00102,45,1
image_00103,45,0
image_00104,45,0
image_00105,45,0
image_00106,45,0
image_00107,45,0
image_00108,45,0
image_00109,45,1
image_00110,45,1
image_00111,45,1
image_00112,45,1
image_00113,45,0
image_00114,45,1
image_00115,45,1
image_00116,45,1
image_00117,45,0
image_00118,45,0
image_00119,45,0
image_00120,45,1
image_00121,45,0
image_00122,45,0
image_00123,45,1
image_00124,45,0
image_00125,45,0
image_00126,45,1
image_00127,45,1
image_00128,45,0
image_00129,45,1
image_00130,45,1
image_00131,45,0
image_00132,45,1
image_00133,45,1
image_00134,45,1
image_00135,45,0
image_00136,45,1
image_00137,45,1
image_00138,45,1
image_00139,45,1
image_00140,45,1
image_00141,45,1
image_00142,45,1
image_00143,45,0
image_00144,45,1
image_00145,45,1
image_00146,45,0
image_00147,45,1
image_00148,45,1
image_00149,45,1
image_00150,45,1
image_00151,45,1
image_00152,45,0
image_00153,45,1
image_00154,45,1
image_00155,45,1
image_00156,45,1
image_00157,45,1
image_00158,45,0
image_00159,45,0
image_00160,45,1
image_00161,45,0
image_00162,45,0
image_00163,45,0
image_00164,45,1
image_00165,45,0
image_00166,45,0
image_00167,45,0
image_00168,45,0
image_00169,45,0
image_00170,45,1
image_00171,45,0
image_00172,45,1
image_00173,45,0
image_00174,45,0
image_00175,45,0
image_00176,45,0
image_00177,45,0
image_00178,45,1
image_00179,45,0
image_00180,45,0
image_00181,45,0
image_00182,45,1
image_00183,45,0
image_00184,45,0
image_00185,45,0
image_00186,45,0
image_00187,45,1
image_00188,45,1
image_00189,45,0
image_00190,45,0
image_00191,45,0
image_00192,45,0
image_00193,45,0
image_00194,45,1
image_00195,45,1
image_00196,45,1
image_00197,45,0
image_00198,45,1
image_00199,45,0
image_00200,45,1
image_00201,45,0
image_00202,45,0
image_00203,45,1
image_00204,45,0
image_00205,45,0
image_00206,45,0
image_00207,45,1
image_00208,45,1
image_00209,45,0
image_00210,45,1
image_00211,45,1
image_00212,45,1
image_00213,45,1
image_00214,45,1
image_00215,45,0
image_00216,45,1
image_00217,45,1
image_00218,45,1
image_00219,45,1
image_00220,45,0
image_00221,45,0
image_00222,45,1
image_00223,45,1
image_00224,45,1
image_00225,45,1
image_00226,45,0
image_00227,45,1
image_00228,45,1
image_00229,45,1
image_00230,45,0
image_00231,45,0
image_00232,45,1
image_00233,45,0
image_00234,45,1
image_00235,45,1
image_00236,45,1
image_00237,45,1
image_00238,45,1
image_00239,45,0
image_00240,45,0
image_00241,45,1
image_00242,45,1
image_00243,45,0
image_00244,45,1
image_00245,45,0
image_00246,45,0
image_00247,45,1
image_00248,45,1
image_00249,45,1
image_00250,45,0
image_00251,45,0
image_00252,45,0
image_00253,45,1
image_00254,45,1
image_00255,45,1
image_00256,45,0
image_00257,45,0
image_00258,45,0
image_00259,45,0
image_00260,45,0
image_00261,45,0
image_00262,45,1
image_00263,45,1
image_00264,45,1
image_00265,45,0
image_00266,45,0
image_00267,45,0
image_00268,45,1
image_00269,45,1
image_00270,45,0
image_00271,45,0
image_00272,45,1
image_00273,45,1
image_00274,45,1
image_00275,45,1
image_00276,45,1
image_00277,45,1
image_00278,45,0
image_00279,45,1
image_00280,45,1
image_00281,45,0
image_00282,45,0
image_00283,45,1
image_00284,45,1
image_00285,45,0
image_00286,45,0
image_00287,45,1
image_00288,45,0
image_00289,45,1
image_00290,45,0
image_00291,45,0
image_00292,45,1
image_00293,45,1
image_00294,45,0
image_00295,45,1
image_00296,45,1
image_00297,45,1
image_00298,45,1
image_00299,45,1
image_00300,45,0
image_00301,45,1
image_00302,45,0
image_00303,45,1
image_00304,45,1
image_00305,45,1
image_00306,45,1
image_00307,45,0
image_00308,45,0
image_00309,45,0
image_00310,45,0
image_00311,45,1
image_00312,45,0
image_00313,45,1
image_00314,45,0
image_00315,45,1
image_00316,45,0
image_00317,45,1
image_00318,45,1
image_00319,45,0
image_00320,45,0
image_00321,45,0
image_00322,45,1
image_00323,45,1
image_00324,45,0
image_00325,45,1
image_00326,45,0
image_00327,45,1
image_00328,45,1
image_00329,45,1
image_00330,45,0
image_00331,45,1
image_00332,45,0
image_00333,45,1
image_00334,45,0
image_00335,45,0
image_00336,45,1
image_00337,45,1
image_00338,45,0
image_00339,45,0
image_00340,45,1
image_00341,45,0
image_00342,45,1
image_00343,45,1
image_00344,45,1
image_00345,45,1
image_00346,45,1
image_00347,45,1
image_00348,45,1
image_00349,45,0
image_00350,45,1
image_00351,45,0
image_00352,45,1
image_00353,45,1
image_00354,45,1
image_00355,45,1
image_00356,45,0
image_00357,45,1
image_00358,45,0
image_00359,45,1
image_00360,45,0
image_00361,45,1
image_00362,45,1
image_00363,45,0
image_00364,45,0
image_00365,45,0
image_00366,45,0
image_00367,45,1
image_00368,45,0
image_00369,45,1
image_00370,45,0
image_00371,45,1
image_00372,45,1
image_00373,45,1
image_00374,45,0
image_00375,45,0
image_00376,45,1
image_00377,45,0
image_00378,45,0
image_00379,45,0
image_00380,45,0
image_00381,45,1
image_00382,45,1
image_00383,45,1
image_00384,45,0
image_00385,45,1
image_00386,45,1
image_00387,45,1
image_00388,45,1
image_00389,45,1
image_00390,45,0
image_00391,45,1
image_00392,45,0
image_00393,45,0
image_00394,45,1
image_00395,45,0
image_00396,45,1
image_00397,45,1
image_00398,45,0
image_00399,45,0
image_00400,45,0
image_00401,45,0
image_00402,45,0
image_00403,45,1
image_00404,45,1
image_00405,45,0
image_00406,45,0
image_00407,45,1
image_00408,45,0
image_00409,45,1
image_00410,45,1
image_00411,45,0
image_00412,45,0
image_00413,45,0
image_00414,45,0
image_00415,45,0
image_00416,45,0
image_00417,45,1
image_00418,45,1
image_00419,45,0
image_00420,45,0
image_00421,45,0
image_00422,45,0
image_00423,45,0
image_00424,45,0
image_00425,45,0
image_00426,45,0
image_00427,45,0
image_00428,45,1
image_00429,45,0
image_00430,45,1
image_00431,45,0
image_00432,45,1
image_00433,45,0
image_00434,45,0
image_00435,45,0
image_00436,45,1
image_00437,45,0
image_00438,45,1
image_00439,45,0
image_00440,45,1
image_00441,45,0
image_00442,45,0
image_00443,45,1
image_00444,45,0
image_00445,45,0
image_00446,45,0
image_00447,45,1
image_00448,45,1
image_00449,45,0
image_00450,45,1
image_00451,45,0
image_00452,45,0
image_00453,45,0
image_00454,45,0
image_00455,45,0
image_00456,45,0
image_00457,45,0
image_00458,45,0
image_00459,45,0
image_00460,45,1
image_00461,45,0
image_00462,45,0
image_00463,45,0
image_00464,45,1
image_00465,45,0
image_00466,45,1
image_00467,45,0
image_00468,45,1
image_00469,45,0
image_00470,45,1
image_00471,45,1
image_00472,45,1
image_00473,45,0
image_00474,45,1
image_00475,45,1
image_00476,45,0
image_00477,45,0
image_00478,45,0
image_00479,45,0
image_00480,45,0
image_00481,45,1
image_00482,45,0
image_00483,45,0
image_00484,45,1
image_00485,45,1
image_00486,45,0
image_00487,45,0
image_00488,45,1
image_00489,45,1
image_00490,45,0
image_00491,45,0
image_00492,45,0
image_00493,45,1
image_00494,45,1
image_00495,45,1
image_00496,45,0
image_00497,45,0
image_00498,45,1
image_00499,45,0
image_00500,45,0
image_00501,45,0
image_00502,45,0
image_00503,45,1
image_00504,45,1
image_00505,45,0
image_00506,45,1
image_00507,45,0
image_00508,45,0
image_00509,45,0
image_00510,45,1
image_00511,45,0
image_00512,45,1
image_00513,45,1
image_00514,45,1
image_00515,45,0
image_00516,45,0
image_00517,45,0
image_00518,45,1
image_00519,45,0
image_00520,45,1
image_00521,45,1
image_00522,45,1
image_00523,45,0
image_00524,45,0
image_00525,45,1
image_00526,45,0
image_00527,45,0
image_00528,45,1
image_00529,45,0
image_00530,45,0
image_00531,45,0
image_00532,45,0
image_00533,45,0
image_00534,45,0
image_00535,45,0
image_00536,45,0
image_00537,45,1
image_00538,45,1
image_00539,45,0
image_00540,45,0
image_00541,45,1
image_00542,45,1
image_00543,45,0
image_00544,45,0
image_00545,45,0
image_00546,45,1
image_00547,45,1
image_00548,45,0
image_00549,45,1
image_00550,45,0
image_00551,45,0
image_00552,45,0
image_00553,45,0
image_00554,45,0
image_00555,45,0
image_00556,45,0
image_00557,45,0
image_00558,45,1
image_00559,45,1
image_00560,45,0
image_00561,45,1
image_00562,45,1
image_00563,45,0
image_00564,45,0
image_00565,45,0
image_00566,45,1
image_00567,45,0
image_00568,45,0
image_00569,45,0
image_00570,45,0
image_00571,45,0
image_00572,45,0
image_00573,45,0
image_00574,45,1
image_00575,45,1
image_00576,45,1
image_00577,45,0
image_00578,45,0
image_00579,45,1
image_00580,45,1
image_00581,45,1
image_00582,45,0
image_00583,45,0
image_00584,45,0
image_00585,45,1
image_00586,45,0
image_00587,45,0
image_00588,45,0
image_00589,45,0
image_00590,45,0
image_00591,45,0
image_00592,45,1
image_00593,45,1
image_00594,45,0
image_00595,45,0
image_00596,45,0
image_00597,45,0
image_00598,45,0
image_00599,45,0
image_00600,45,1
image_00601,45,1
image_00602,45,1
image_00603,45,1
image_00604,45,1
image_00605,45,0
image_00606,45,0
image_00607,45,1
image_00608,45,0
image_00609,45,1
image_00610,45,0
image_00611,45,1
image_00612,45,0
image_00613,45,0
image_00614,45,0
image_00615,45,0
image_00616,45,1
image_00617,45,0
image_00618,45,1
image_00619,45,1
image_00620,45,0
image_00621,45,0
image_00622,45,0
image_00623,45,0
image_00624,45,0
image_00625,45,1
image_00626,45,0
image_00627,45,0
image_00628,45,1
image_00629,45,1
image_00630,45,0
image_00631,45,0
image_00632,45,0
image_00633,45,0
image_00634,45,0
image_00635,45,1
image_00636,45,1
image_00637,45,1
image_00638,45,0
image_00639,45,0
image_00640,45,1
image_00641,45,0
image_00642,45,1
image_00643,45,1
image_00644,45,0
image_00645,45,0
image_00646,45,0
image_00647,45,0
image_00648,45,0
image_00649,45,1
image_00650,45,0
image_00651,45,0
image_00652,45,0
image_00653,45,0
image_00654,45,1
image_00655,45,0
image_00656,45,1
image_00657,45,0
image_00658,45,0
image_00659,45,0
image_00660,45,1
image_00661,45,0
image_00662,45,0
image_00663,45,0
image_00664,45,0
image_00665,45,0
image_00666,45,0
image_00667,45,0
image_00668,45,1
image_00669,45,0
image_00670,45,1
image_00671,45,0
image_00672,45,0
image_00673,45,0
image_00674,45,1
image_00675,45,0
image_00676,45,0
image_00677,45,0
image_00678,45,0
image_00679,45,0
image_00680,45,0
image_00681,45,0
image_00682,45,1
image_00683,45,0
image_00684,45,0
image_00685,45,1
image_00686,45,0
image_00687,45,1
image_00688,45,1
image_00689,45,0
image_00690,45,0
image_00691,45,0
image_00692,45,0
image_00693,45,0
image_00694,45,1
image_00695,45,1
image_00696,45,1
image_00697,45,1
image_00698,45,1
image_00699,45,0
image_00700,45,0
image_00701,45,0
image_00702,45,0
image_00703,45,0
image_00704,45,0
image_00705,45,1
image_00706,45,0
image_00707,45,1
image_00708,45,1
image_00709,45,1
image_00710,45,0
image_00711,45,1
image_00712,45,0
image_00713,45,0
image_00714,45,0
image_00715,45,0
image_00716,45,0
image_00717,45,0
image_00718,45,0
image_00719,45,0
image_00720,45,0
image_00721,45,1
image_00722,45,0
image_00723,45,1
image_00724,45,1
image_00725,45,1
image_00726,45,1
image_00727,45,0
image_00728,45,0
image_00729,45,0
image_00730,45,1
image_00731,45,1
image_00732,45,0
image_00733,45,1
image_00734,45,0
image_00735,45,0
image_00736,45,0
image_00737,45,1
image_00738,45,1
image_00739,45,0
image_00740,45,0
image_00741,45,0
image_00742,45,0
image_00743,45,0
image_00744,45,0
image_00745,45,1
image_00746,45,1
image_00747,45,0
image_00748,45,1
image_00749,45,0
image_00750,45,0
image_00751,45,1
image_00752,45,0
image_00753,45,1
image_00754,45,0
image_00755,45,1
image_00756,45,0
image_00757,45,0
image_00758,45,0
image_00759,45,1
image_00760,45,1
image_00761,45,0
image_00762,45,0
image_00763,45,0
image_00764,45,0
image_00765,45,0
image_00766,45,0
image_00767,45,0
image_00768,45,0
image_00769,45,1
image_00770,45,1
image_00771,45,0
image_00772,45,1
image_00773,45,0
image_00774,45,0
image_00775,45,0
image_00776,45,0
image_00777,45,0
image_00778,45,1
image_00779,45,1
image_00780,45,0
image_00781,45,1
image_00782,45,0
image_00783,45,1
image_00784,45,1
image_00785,45,0
image_00786,45,1
image_00787,45,1
image_00788,45,0
image_00789,45,1
image_00790,45,1
image_00791,45,1
image_00792,45,0
image_00793,45,0
image_00794,45,1
image_00795,45,1
image_00796,45,0
image_00797,45,1
image_00798,45,0
image_00799,45,0
image_00800,45,0
image_00801,45,0
image_00802,45,0
image_00803,45,1
image_00804,45,0
image_00805,45,1
image_00806,45,0
image_00807,45,0
image_00808,45,0
image_00809,45,1
image_00810,45,0
image_00811,45,0
image_00812,45,1
image_00813,45,0
image_00814,45,0
image_00815,45,1
image_00816,45,1
image_00817,45,1
image_00818,45,0
image_00819,45,0
image_00820,45,0
image_00821,45,1
image_00822,45,1
image_00823,45,0
image_00824,45,0
image_00825,45,1
image_00826,45,1
image_00827,45,1
image_00828,45,1
image_00829,45,1
image_00830,45,0
image_00831,45,0
image_00832,45,1
image_00833,45,1
image_00834,45,0
image_00835,45,0
image_00836,45,0
image_00837,45,0
image_00838,45,0
image_00839,45,0
image_00840,45,0
image_00841,45,0
image_00842,45,0
image_00843,45,0
image_00844,45,0
image_00845,45,1
image_00846,45,1
image_00847,45,1
image_00848,45,1
image_00849,45,1
image_00850,45,0
image_00851,45,0
image_00852,45,1
image_00853,45,0
image_00854,45,1
image_00855,45,0
image_00856,45,1
image_00857,45,0
image_00858,45,1
image_00859,45,0
image_00860,45,0
image_00861,45,0
image_00862,45,0
image_00863,45,1
image_00864,45,0
image_00865,45,0
image_00866,45,1
image_00867,45,0
image_00868,45,1
image_00869,45,0
image_00870,45,0
image_00871,45,0
image_00872,45,0
image_00873,45,0
image_00874,45,0
image_00875,45,0
image_00876,45,0
image_00877,45,0
image_00878,45,1
image_00879,45,0
image_00880,45,0
image_00881,45,0
image_00882,45,1
image_00883,45,1
image_00884,45,0
image_00885,45,0
image_00886,45,0
image_00887,45,0
image_00888,45,0
image_00889,45,0
image_00890,45,0
image_00891,45,0
image_00892,45,1
image_00893,45,0
image_00894,45,0
image_00895,45,0
image_00896,45,1
image_00897,45,1
image_00898,45,0
image_00899,45,1
image_00900,45,1
image_00901,45,0
image_00902,45,0
image_00903,45,1
image_00904,45,0
image_00905,45,1
image_00906,45,1
image_00907,45,0
image_00908,45,0
image_00909,45,0
image_00910,45,0
image_00911,45,0
image_00912,45,0
image_00913,45,1
image_00914,45,1
image_00915,45,0
image_00916,45,1
image_00917,45,0
image_00918,45,0
image_00919,45,0
image_00920,45,0
image_00921,45,0
image_00922,45,1
image_00923,45,0
image_00924,45,0
image_00925,45,1
image_00926,45,0
image_00927,45,0
image_00928,45,0
image_00929,45,0
image_00930,45,1
image_00931,45,0
image_00932,45,0
image_00933,45,1
image_00934,45,0
image_00935,45,0
image_00936,45,1
image_00937,45,1
image_00938,45,0
image_00939,45,1
image_00940,45,0
image_00941,45,0
image_00942,45,1
image_00943,45,0
image_00944,45,0
image_00945,45,1
image_00946,45,1
image_00947,45,0
image_00948,45,1
image_00949,45,1
image_00950,45,0
image_00951,45,0
image_00952,45,1
image_00953,45,1
image_00954,45,0
image_00955,45,0
image_00956,45,0
image_00957,45,1
image_00958,45,1
image_00959,45,0
image_00960,45,0
image_00961,45,0
image_00962,45,0
image_00963,45,1
image_00964,45,0
image_00965,45,0
image_00966,45,0
image_00967,45,0
image_00968,45,0
image_00969,45,1
image_00970,45,0
image_00971,45,1
image_00972,45,0
image_00973,45,0
image_00974,45,0
image_00975,45,0
image_00976,45,0
image_00977,45,0
image_00978,45,0
image_00979,45,1
image_00980,45,0
image_00981,45,0
image_00982,45,1
image_00983,45,0
image_00984,45,1
image_00985,45,1
image_00986,45,1
image_00987,45,0
image_00988,45,0
image_00989,45,1
image_00990,45,0
image_00991,45,0
image_00992,45,1
image_00993,45,1
image_00994,45,0
image_00995,45,1
image_00996,45,1
image_00997,45,0
image_00998,45,0
image_00999,45,1
image_00000,50,1
image_00001,50,1
image_00002,50,1
image_00003,50,0
image_00004,50,0
image_00005,50,0
image_00006,50,0
image_00007,50,0
image_00008,50,0
image_00009,50,1
image_00010,50,1
image_00011,50,1
image_00012,50,1
image_00013,50,0
image_00014,50,1
image_00015,50,1
image_00016,50,1
image_00017,50,1
image_00018,50,1
image_00019,50,1
image_00020,50,1
image_00021,50,0
image_00022,50,1
image_00023,50,0
image_00024,50,1
image_00025,50,1
image_00026,50,0
image_00027,50,1
image_00028,50,1
image_00029,50,0
image_00030,50,1
image_00031,50,0
image_00032,50,1
image_00033,50,0
image_00034,50,1
image_00035,50,1
image_00036,50,0
image_00037,50,0
image_00038,50,1
image_00039,50,0
image_00040,50,1
image_00041,50,0
image_00042,50,0
image_00043,50,1
image_00044,50,0
image_00045,50,1
image_00046,50,1
image_00047,50,0
image_00048,50,0
image_00049,50,1
image_00050,50,1
image_00051,50,1
image_00052,50,1
image_00053,50,1
image_00054,50,0
image_00055,50,0
image_00056,50,0
image_00057,50,1
image_00058,50,0
image_00059,50,1
image_00060,50,0
image_00061,50,1
image_00062,50,0
image_00063,50,0
image_00064,50,0
image_00065,50,0
image_00066,50,0
image_00067,50,0
image_00068,50,0
image_00069,50,1
image_00070,50,0
image_00071,50,0
image_00072,50,1
image_00073,50,0
image_00074,50,1
image_00075,50,1
image_00076,50,1
image_00077,50,0
image_00078,50,1
image_00079,50,1
image_00080,50,1
image_00081,50,1
image_00082,50,1
image_00083,50,1
image_00084,50,1
image_00085,50,1
image_00086,50,1
image_00087,50,1
image_00088,50,1
image_00089,50,1
image_00090,50,1
image_00091,50,0
image_00092,50,1
image_00093,50,1
image_00094,50,1
image_00095,50,1
image_00096,50,0
image_00097,50,1
image_00098,50,1
image_00099,50,1
image_00100,50,0
image_00101,50,0
image_00102,50,1
image_00103,50,0
image_00104,50,0
image_00105,50,0
image_00106,50,0
image_00107,50,0
image_00108,50,0
image_00109,50,1
image_00110,50,1
image_00111,50,1
image_00112,50,1
image_00113,50,0
image_00114,50,1
image_00115,50,0
image_00116,50,0
image_00117,50,0
image_00118,50,0
image_00119,50,0
image_00120,50,1
image_00121,50,0
image_00122,50,0
image_00123,50,1
image_00124,50,0
image_00125,50,0
image_00126,50,1
image_00127,50,1
image_00128,50,0
image_00129,50,1
image_00130,50,1
image_00131,50,0
image_00132,50,1
image_00133,50,1
image_00134,50,1
image_00135,50,1
image_00136,50,1
image_00137,50,1
image_00138,50,1
image_00139,50,1
image_00140,50,1
image_00141,50,1
image_00142,50,1
image_00143,50,0
image_00144,50,1
image_00145,50,1
image_00146,50,0
image_00147,50,1
image_00148,50,1
image_00149,50,0
image_00150,50,1
image_00151,50,1
image_00152,50,0
image_00153,50,1
image_00154,50,1
image_00155,50,1
image_00156,50,1
image_00157,50,1
image_00158,50,0
image_00159,50,0
image_00160,50,1
image_00161,50,0
image_00162,50,0
image_00163,50,0
image_00164,50,1
image_00165,50,0
image_00166,50,0
image_00167,50,0
image_00168,50,0
image_00169,50,0
image_00170,50,1
image_00171,50,0
image_00172,50,1
image_00173,50,0
image_00174,50,0
image_00175,50,0
image_00176,50,0
image_00177,50,0
image_00178,50,1
image_00179,50,0
image_00180,50,0
image_00181,50,0
image_00182,50,1
image_00183,50,0
image_00184,50,0
image_00185,50,0
image_00186,50,0
image_00187,50,1
image_00188,50,1
image_00189,50,0
image_00190,50,0
image_00191,50,0
image_00192,50,0
image_00193,50,0
image_00194,50,1
image_00195,50,1
image_00196,50,1
image_00197,50,0
image_00198,50,1
image_00199,50,0
image_00200,50,1
image_00201,50,0
image_00202,50,0
image_00203,50,1
image_00204,50,0
image_00205,50,0
image_00206,50,0
image_00207,50,1
image_00208,50,0
image_00209,50,0
image_00210,50,1
image_00211,50,1
image_00212,50,1
image_00213,50,1
image_00214,50,1
image_00215,50,0
image_00216,50,1
image_00217,50,1
image_00218,50,1
image_00219,50,1
image_00220,50,0
image_00221,50,0
image_00222,50,1
image_00223,50,1
image_00224,50,1
image_00225,50,1
image_00226,50,0
image_00227,50,1
image_00228,50,1
image_00229,50,1
image_00230,50,0
image_00231,50,0
image_00232,50,1
image_00233,50,0
image_00234,50,1
image_00235,50,1
image_00236,50,1
image_00237,50,1
image_00238,50,1
image_00239,50,0
image_00240,50,0
image_00241,50,1
image_00242,50,1
image_00243,50,0
image_00244,50,1
image_00245,50,0
image_00246,50,0
image_00247,50,1
image_00248,50,1
image_00249,50,0
image_00250,50,0
image_00251,50,0
